EnglishWord,EnglishSentence,Translation,DayNumber,Repeat
make up mind,She couldn't make up her mind about the job offer.,Она не могла определиться с предложением о работе.,5,TRUE
make up mind,The committee will make up its mind by next week.,Комитет примет решение к следующей неделе.,5,FALSE
make up mind,He urged her to make up her mind quickly.,Он призвал ее побыстрее принять решение.,5,FALSE
make up mind,We must make up our minds about the proposal today.,Мы должны принять решение по этому предложению сегодня.,5,FALSE
make up mind,Can't make up your mind? Flip a coin!,Не можете определиться? Бросить монетку!,5,FALSE
make up mind,"Just make up your mind, pizza or burgers?","Просто решите, пицца или гамбургеры?",5,FALSE
make up mind,Why's it so hard to make up your mind?,Почему так сложно принять решение?,5,FALSE
make up mind,"Make up your mind already, we're getting late!","Решайтесь уже, мы опаздываем!",5,FALSE
make up mind,"Dude, make up your mind and let's go!","Чувак, решайся и поехали!",5,FALSE
Oblivious,He remained oblivious to the gravity of his actions.,Он не осознавал серьезности своих действий.,5,FALSE
Oblivious,"Oblivious of the impending danger, she walked into the storm.","Не обращая внимания на надвигающуюся опасность, она пошла в шторм.",5,FALSE
Oblivious,The diplomat was oblivious to the cultural nuances.,Дипломат не обращал внимания на культурные нюансы.,5,FALSE
Oblivious,"She conducted the experiment, oblivious to the existing literature.","Она провела эксперимент, не обращая внимания на существующую литературу.",5,FALSE
Oblivious,"Oblivious to the historical context, his conclusions were flawed.","Не обращая внимания на исторический контекст, его выводы были ошибочными.",5,FALSE
Oblivious,He's totally oblivious to her hints about the party.,Он совершенно не обращает внимания на ее намеки на вечеринку.,5,FALSE
Oblivious,"She walked in, oblivious to the mess she made.","Она вошла, не обращая внимания на тот беспорядок, который она устроила.",5,TRUE
Oblivious,"They were laughing, oblivious to the time.","Они смеялись, не обращая внимания на время.",5,FALSE
Oblivious,He’s so oblivious to fashion trends.,Он так не обращает внимания на модные тенденции.,5,FALSE
Oblivious,I'm completely oblivious to what’s trending these days.,"Я совершенно не обращаю внимания на то, что сейчас в тренде.",5,TRUE
Be sick of,Employees often feel sick of repetitive tasks at work.,Сотрудники часто устают от повторяющихся задач на работе.,6,FALSE
Be sick of,Many readers grow sick of clichéd storylines in novels.,Многим читателям надоели шаблонные сюжетные линии в романах.,6,TRUE
Be sick of,Consumers are becoming sick of intrusive advertising online.,Потребителям уже надоела навязчивая реклама в Интернете.,6,FALSE
Be sick of,Citizens are sick of the constant political turmoil.,Граждане устали от постоянных политических потрясений.,6,FALSE
Be sick of,Patients may become sick of ongoing medical treatments.,Пациенты могут заболеть в результате продолжающегося лечения.,6,FALSE
Be sick of,I'm so sick of this cold weather already!,Мне уже надоела эта холодная погода!,6,FALSE
Be sick of,She's sick of his excuses for being late.,Ей надоели его оправдания за опоздание.,6,FALSE
Be sick of,We're all sick of eating leftovers every night.,Нам всем надоело есть остатки еды каждую ночь.,6,FALSE
Be sick of,They're sick of hearing the same songs on repeat.,Им надоело слушать одни и те же песни на повторе.,6,FALSE
Be sick of,He's just sick of dealing with traffic jams daily.,Ему просто надоело ежедневно бороться с пробками.,6,FALSE
imply,The evidence implies his involvement in the scheme.,Доказательства подразумевают его причастность к схеме.,6,TRUE
imply,Such behavior often implies a lack of respect.,Такое поведение часто подразумевает отсутствие уважения.,6,FALSE
imply,The theory implies a direct correlation between the two variables.,Теория предполагает прямую корреляцию между двумя переменными.,6,FALSE
imply,Her silence might imply consent.,Ее молчание могло означать согласие.,6,FALSE
imply,The document implies a commitment to environmental protection.,Документ подразумевает приверженность делу защиты окружающей среды.,6,FALSE
imply,His wink totally implies something's up.,"Его подмигивание явно означает, что что-то не так.",6,FALSE
imply,That look she gave? Definitely implies she's annoyed.,"Тот взгляд, который она бросила? Определенно подразумевается, что она раздражена.",6,FALSE
imply,"""Implies"" much? Yeah, like he didn't outright say it.","Многое ""подразумевается""? Да, как будто он этого прямо не говорил.",6,FALSE
imply,"Your text implies you're not coming, right?","В твоем сообщении подразумевается, что ты не придешь, верно?",6,FALSE
imply,"Saying ""maybe"" often implies a no in polite speak.",Слово «может быть» часто подразумевает отказ в вежливой речи.,6,FALSE
Ignorant,The committee decried the ignorant remarks made during the debate.,"Комитет осудил невежественные замечания, сделанные во время дебатов.",6,FALSE
Ignorant,Policies are often formulated by those ignorant of ground realities.,"Политику часто формулируют те, кто не знает реальных реалий.",6,FALSE
Ignorant,An ignorant question sometimes leads to profound discussions.,Невежественный вопрос иногда приводит к глубоким дискуссиям.,6,FALSE
Ignorant,The report highlights the public's ignorant stance on climate change.,В докладе подчеркивается невежественная позиция общественности в отношении изменения климата.,6,FALSE
Ignorant,"Ignorant of the law, the company faced significant fines.","Не зная закона, компания столкнулась с крупными штрафами.",6,FALSE
Ignorant,He's totally ignorant about anything tech-related.,"Он совершенно не разбирается во всем, что связано с технологиями.",6,TRUE
Ignorant,"Don't be ignorant, just Google it!","Не будьте невежественными, просто погуглите!",6,FALSE
Ignorant,She played ignorant when asked about the surprise party.,"Она притворилась невежественной, когда ее спросили о вечеринке-сюрпризе.",6,FALSE
Ignorant,They're acting ignorant to avoid doing the work.,"Они ведут себя невежественно, чтобы не выполнять работу.",6,FALSE
Ignorant,Pretending to be ignorant won't solve your problems.,Притворство невежеством не решит ваших проблем.,6,TRUE
To go on,The meeting is scheduled to go on despite the weather.,"Встреча состоится, несмотря на погоду.",6,FALSE
To go on,The construction project will go on as planned.,Строительство будет идти по плану.,6,FALSE
To go on,The research will go on until a conclusion is reached.,"Исследование будет продолжаться до тех пор, пока не будет сделан вывод.",6,FALSE
To go on,The lecture is to go on after a brief intermission.,Лекция продолжится после небольшого антракта.,6,FALSE
To go on,Negotiations will go on until an agreement is achieved.,"Переговоры будут продолжаться до тех пор, пока не будет достигнуто соглашение.",6,FALSE
To go on,"The show must go on, no matter what!","Шоу должно продолжаться, несмотря ни на что!",6,FALSE
To go on,Can you believe the party went on all night?,"Можете ли вы поверить, что вечеринка продолжалась всю ночь?",6,TRUE
To go on,This road seems to go on forever.,"Кажется, эта дорога будет продолжаться вечно.",6,FALSE
To go on,Their argument just went on and on.,Их спор продолжался и продолжался.,6,FALSE
To go on,"Wow, this game is really going on, huh?","Ух ты, эта игра действительно продолжается, да?",6,FALSE
Neglect,The building's decay was due to years of neglect.,Причиной разрушения здания стало многолетнее запустение.,6,FALSE
Neglect,Their neglect of duty led to severe consequences.,Пренебрежение своим долгом привело к тяжелым последствиям.,6,FALSE
Neglect,Legal action was considered due to the child's neglect.,Судебный иск был рассмотрен из-за пренебрежения ребенком.,6,FALSE
Neglect,The garden's overgrowth was a clear sign of neglect.,Разросшийся сад был явным признаком пренебрежения.,6,FALSE
Neglect,The artifact's deterioration was attributed to museum neglect.,Ухудшение состояния артефакта было связано с пренебрежением со стороны музея.,6,TRUE
Neglect,"I totally forgot about watering the plants, my bad.","Я совсем забыл о поливе растений, моя вина.",6,FALSE
Neglect,"Oops, skipped my workout again!","Ой, снова пропустил тренировку!",6,TRUE
Neglect,"I've been ignoring my emails all week, yikes.","Я всю неделю игнорировал мои электронные письма, да.",6,FALSE
Neglect,"Totally missed the meeting, slipped my mind.","Совершенно пропустил встречу, вылетело из головы.",6,FALSE
Neglect,"Been ditching my study schedule, not good.","Я отклоняюсь от графика учебы, это нехорошо.",6,FALSE
Silly,The proposal appeared silly and impractical to the committee.,Это предложение показалось комитету глупым и непрактичным.,6,FALSE
Silly,His silly demeanor undermined the gravity of the meeting.,Его глупое поведение подорвало серьезность встречи.,6,FALSE
Silly,The novel's silly plot twists detracted from its credibility.,Глупые повороты сюжета романа подорвали его достоверность.,6,FALSE
Silly,Such silly mistakes in the report are unacceptable.,Такие глупые ошибки в отчете недопустимы.,6,FALSE
Silly,Their silly argument about semantics wasted valuable time.,Их глупый спор о семантике тратил драгоценное время.,6,FALSE
Silly,"That was a silly joke, but it made me laugh.","Это была глупая шутка, но она меня рассмешила.",6,TRUE
Silly,Stop being silly and come here!,Перестань глупеть и иди сюда!,6,TRUE
Silly,You look silly in that hat!,Ты выглядишь глупо в этой шляпе!,6,FALSE
Silly,We had a silly argument over pizza toppings.,У нас был глупый спор из-за начинки для пиццы.,6,FALSE
Silly,It's silly how excited I am for the weekend.,"Это глупо, как я жду выходных.",6,FALSE
There you go,"""There you go, your application has been successfully submitted.""","«Вот и все, ваша заявка успешно отправлена».",6,TRUE
There you go,"""Please proceed through the door; there you go, right ahead.""","«Пожалуйста, пройдите через дверь; вот и вперед».",6,FALSE
There you go,"""Handing over the document, she said, 'There you go, sir.'""","«Передавая документ, она сказала: «Вот и все, сэр».",6,FALSE
There you go,"""Upon completion, he remarked, 'There you go, your problem's solved.'""","«По завершении он заметил: «Вот и все, ваша проблема решена».",6,FALSE
There you go,"""She gestured to the seat, indicating, 'There you go, please sit.'""","«Она указала на сиденье, показывая: «Ну вот, пожалуйста, сядьте».",6,FALSE
There you go,"""Fixed your phone, there you go!""","«Починил твой телефон, вот и все!»",6,FALSE
There you go,"""Found your keys, there you go!""","«Нашли ключи, вот и все!»",6,FALSE
There you go,"""Made you a sandwich, there you go!""","«Сделала тебе бутерброд, вот и все!»",6,FALSE
There you go,"""Caught the ball? There you go!""",«Поймал мяч? Вот и все!»,6,TRUE
There you go,"""Opened the jar, there you go!""","«Открыл банку, вот и все!»",6,FALSE
To moon over her,He dedicated his nights to moon over her achievements.,Он посвящал свои ночи размышлениям о ее достижениях.,7,FALSE
To moon over her,Scholars often moon over her contributions to science.,Ученые часто восхищаются ее вкладом в науку.,7,TRUE
To moon over her,Admirers worldwide moon over her artistic expressions.,Поклонники по всему миру восхищаются ее художественным выражением.,7,FALSE
To moon over her,Critics frequently moon over her literary genius.,Критики часто восхищаются ее литературным гением.,7,FALSE
To moon over her,Devotees incessantly moon over her philosophical insights.,Преданные постоянно восхищаются ее философскими идеями.,7,TRUE
To moon over her,He's totally mooning over her new album.,Он полностью без ума от ее нового альбома.,7,FALSE
To moon over her,They've been mooning over her Insta pics all day.,Они весь день любовались ее фотографиями в Инсте.,7,FALSE
To moon over her,I caught him mooning over her old letters again.,Я снова поймал его на размышлениях над ее старыми письмами.,7,FALSE
To moon over her,She’s been mooning over her vacation photos non-stop.,Она безостановочно размышляла над фотографиями из отпуска.,7,FALSE
To moon over her,They're all mooning over her latest fashion look.,Они все мечтают о ее последнем модном образе.,7,FALSE
She must have taken pity on me,She must have taken pity on me,"Должно быть, она пожалела меня.",7,TRUE
talk over,We will talk over the proposal in the meeting.,Мы обсудим это предложение на встрече.,7,FALSE
talk over,The committee intends to talk over budget allocations tomorrow.,Завтра комитет намерен обсудить бюджетные ассигнования.,7,FALSE
talk over,"Please, talk over the document before submitting it.","Пожалуйста, обсудите документ перед его отправкой.",7,FALSE
talk over,Leaders agreed to talk over peace terms next week.,Лидеры согласились обсудить условия мира на следующей неделе.,7,FALSE
talk over,They scheduled a conference to talk over the crisis.,"Они запланировали конференцию, чтобы обсудить кризис.",7,FALSE
talk over,Let's talk over coffee about your trip.,Давай поговорим за кофе о твоей поездке.,7,FALSE
talk over,We need to talk over what happened last night.,"Нам нужно обсудить то, что произошло прошлой ночью.",7,FALSE
talk over,Can we talk over lunch about the project?,Можем ли мы поговорить за обедом о проекте?,7,FALSE
talk over,I'll call you to talk over the game plan.,"Я позвоню тебе, чтобы обсудить план игры.",7,FALSE
talk over,Just talk over with him; he'll understand.,Просто поговорите с ним; он поймет.,7,FALSE
persevere,Students must persevere to achieve academic success.,Студенты должны проявлять настойчивость для достижения академических успехов.,7,FALSE
persevere,The team will persevere despite initial setbacks.,"Команда будет упорствовать, несмотря на первоначальные неудачи.",7,FALSE
persevere,Researchers persevere in their quest for a cure.,Исследователи упорно продолжают поиски лекарства.,7,TRUE
persevere,Diplomats persevere in peace negotiations despite challenges.,"Дипломаты упорно ведут мирные переговоры, несмотря на трудности.",7,FALSE
persevere,Scholars persevere through extensive study and research.,Ученые продолжают проводить обширные исследования и исследования.,7,FALSE
persevere,You gotta persevere to win this game.,"Вам нужно проявить настойчивость, чтобы выиграть эту игру.",7,TRUE
persevere,"Just persevere, and you'll see results.","Просто продолжайте, и вы увидите результаты.",7,FALSE
persevere,"I'll persevere, no matter what happens.","Я буду упорствовать, что бы ни случилось.",7,FALSE
persevere,"Keep going, persevere through the tough times.","Продолжайте идти вперед, стойко переживайте трудные времена.",7,FALSE
persevere,"They always persevere, no matter the odds.","Они всегда настойчивы, несмотря ни на что.",7,FALSE
put up with,1. We must endeavor to tolerate the inconveniences presented to us.,1. Мы должны стараться терпеть доставляемые нам неудобства.,8,FALSE
put up with,2. It is necessary for us to endure such discomforts with patience.,2. Нам необходимо терпеливо переносить подобные неудобства.,8,FALSE
put up with,3. One should demonstrate resilience in the face of adversity.,3. Следует проявлять стойкость перед лицом невзгод.,8,FALSE
put up with,4. Our circumstances require us to bear these challenges stoically.,4. Наши обстоятельства требуют от нас стойкого переноса этих испытаний.,8,FALSE
put up with,5. Employees are expected to tolerate certain conditions without complaint.,"5. Ожидается, что сотрудники будут мириться с определенными условиями без жалоб.",8,FALSE
put up with,"1. I can't stand this much longer, but I'll try.","1. Я не смогу больше этого терпеть, но попробую.",8,FALSE
put up with,"2. You just have to deal with it, I guess.","2. Думаю, с этим просто придется смириться.",8,FALSE
put up with,"3. Sometimes, you just gotta grin and bear it.",3. Иногда нужно просто улыбаться и терпеть.,8,FALSE
put up with,4. I'm just sucking it up for now.,4. Я пока просто смиряюсь с этим.,8,TRUE
put up with,"5. Just hang in there, it'll get better.","5. Держись, станет лучше.",8,FALSE
If worse comes to worst,"1. If worse comes to worst, we must prepare to evacuate immediately.",1. В худшем случае мы должны подготовиться к немедленной эвакуации.,8,FALSE
If worse comes to worst,"2. Should the situation deteriorate further, contingency plans will be activated.",2. В случае дальнейшего ухудшения ситуации будут задействованы планы действий в чрезвычайных ситуациях.,8,FALSE
If worse comes to worst,"3. In the event that conditions decline further, we will reconsider our strategy.",3. В случае дальнейшего ухудшения условий мы пересмотрим нашу стратегию.,8,FALSE
If worse comes to worst,"4. If worse comes to worst, the committee will convene an emergency session.",4. В худшем случае комитет созовет экстренное заседание.,8,FALSE
If worse comes to worst,"5. Should circumstances reach their nadir, it will be necessary to implement drastic measures.","5. Если обстоятельства достигнут своей низшей точки, необходимо будет принять решительные меры.",8,TRUE
If worse comes to worst,"1. If worse comes to worst, we'll just have to wing it.","1. Если дело дойдет до худшего, нам просто придется действовать на скорую руку.",8,FALSE
If worse comes to worst,"2. If things really hit the fan, we can always bail.","2. Если дела пойдут совсем не по плану, мы всегда сможем спастись.",8,FALSE
If worse comes to worst,"3. If worse comes to worst, guess we’re crashing at your place!","3. В худшем случае, думаю, мы ночуем у тебя дома!",8,FALSE
If worse comes to worst,"4. Worst case scenario, we order pizza and call it a night.",4. В худшем случае мы заказываем пиццу и заканчиваем вечер.,8,FALSE
If worse comes to worst,"5. If all else fails, we'll just make a run for it.","5. Если ничего не поможет, мы просто побежим.",8,FALSE
keep your chin up,1. Always remember to keep your chin up during difficult times.,"1. Всегда помните, что в трудные времена нужно держать подбородок поднятым.",8,FALSE
keep your chin up,2. I encourage you to keep your chin up despite the challenges.,"2. Я призываю вас держать голову поднятой, несмотря на трудности.",8,FALSE
keep your chin up,3. It is important to keep your chin up in the face of adversity.,3. Важно держать подбородок перед лицом невзгод.,8,FALSE
keep your chin up,4. Please continue to keep your chin up as you navigate these obstacles.,"4. Продолжайте держать подбородок поднятым, преодолевая препятствия.",8,FALSE
keep your chin up,5. Maintaining a positive attitude and keeping your chin up are essential.,5. Очень важно сохранять позитивный настрой и держать подбородок поднятым.,8,FALSE
keep your chin up,"1. Hey, keep your chin up, things will get better!","1. Эй, держи подбородок, все наладится!",8,FALSE
keep your chin up,"2. Don't let this get you down, keep your chin up!","2. Не позволяйте этому расстраивать вас, держите подбородок высоко поднятым!",8,FALSE
keep your chin up,"3. Just keep your chin up, you've got this!","3. Просто держите подбородок высоко, вот это у вас есть!",8,FALSE
keep your chin up,"4. Keep your chin up, buddy, it’s not the end of the world.","4. Держи подбородок, приятель, это не конец света.",8,FALSE
keep your chin up,"5. Hang in there and keep your chin up, okay?","5. Держись и держи подбородок высоко, ладно?",8,FALSE
last resort,"1. As a last resort, the committee will consider invoking disciplinary measures.",1. В крайнем случае комитет рассмотрит возможность применения дисциплинарных мер.,8,TRUE
last resort,2. We must use evacuation as a last resort when all other methods fail.,"2. Мы должны использовать эвакуацию как последнее средство, когда все другие методы не помогают.",8,FALSE
last resort,3. The government will employ these powers only as a last resort.,3. Правительство будет использовать эти полномочия только в крайнем случае.,8,FALSE
last resort,4. Legal action should be considered a last resort in resolving this dispute.,4. Судебный иск следует рассматривать как последнее средство при разрешении данного спора.,8,FALSE
last resort,5. She regarded bankruptcy as a last resort after exhausting all other options.,5. Она рассматривала банкротство как последнее средство после исчерпания всех других вариантов.,8,FALSE
last resort,"1. If all else fails, we'll go with your plan as a last resort.","1. Если ничего не помогает, мы воспользуемся вашим планом в крайнем случае.",8,FALSE
last resort,2. I'll call him as a last resort if we can't figure this out.,"2. Я позвоню ему в крайнем случае, если мы не сможем во всем разобраться.",8,FALSE
last resort,"3. Just use the emergency credit card as a last resort, okay?","3. Просто используйте экстренную кредитную карту в крайнем случае, хорошо?",8,FALSE
last resort,4. Maybe try rebooting it as a last resort.,4. В крайнем случае попробуйте перезагрузить его.,8,FALSE
last resort,5. We’ll crash at my place as a last resort.,"5. В крайнем случае, мы ночуем у меня дома.",8,FALSE
make ends meet,1. Many families struggle to make ends meet on a limited income.,"1. Многие семьи с трудом сводят концы с концами, имея ограниченный доход.",8,FALSE
make ends meet,2. The rising cost of living makes it difficult to make ends meet.,2. Рост стоимости жизни мешает сводить концы с концами.,8,FALSE
make ends meet,3. She took a second job to make ends meet.,"3. Она пошла на вторую работу, чтобы свести концы с концами.",8,FALSE
make ends meet,4. Government subsidies help low-income households make ends meet.,4. Государственные субсидии помогают семьям с низкими доходами сводить концы с концами.,8,FALSE
make ends meet,5. He works tirelessly to ensure his family can make ends meet.,"5. Он работает не покладая рук, чтобы его семья могла сводить концы с концами.",8,FALSE
make ends meet,1. It's tough making ends meet with these bills.,1. С этими счетами трудно сводить концы с концами.,8,TRUE
make ends meet,2. I'm always hustling just to make ends meet.,"2. Я всегда суетлюсь, чтобы свести концы с концами.",8,FALSE
make ends meet,3. Can you make ends meet with what you earn?,"3. Можете ли вы свести концы с концами за счет того, что зарабатываете?",8,FALSE
make ends meet,4. She's picking up extra shifts to make ends meet.,"4. Она берет дополнительные смены, чтобы свести концы с концами.",8,FALSE
make ends meet,5. They barely make ends meet every month.,5. Они едва сводят концы с концами каждый месяц.,8,FALSE
reasonable,1. Her demands are quite reasonable under the circumstances.,1. Ее требования вполне разумны в данных обстоятельствах.,9,FALSE
reasonable,2. We expect a reasonable explanation for this discrepancy.,2. Мы ожидаем разумного объяснения данного несоответствия.,9,FALSE
reasonable,3. Please arrive at a reasonable hour.,"3. Пожалуйста, приходите в разумное время.",9,FALSE
reasonable,4. His proposal seems reasonable and well-thought-out.,4. Его предложение кажется разумным и хорошо продуманным.,9,FALSE
reasonable,5. A reasonable degree of caution is advised.,5. Рекомендуется проявлять разумную осторожность.,9,FALSE
reasonable,1. That sounds reasonable to me.,1. Мне это кажется разумным.,9,FALSE
reasonable,2. Is that a reasonable price for this?,2. Это разумная цена за это?,9,FALSE
reasonable,"3. Just be reasonable, okay?","3. Просто будь разумным, ладно?",9,FALSE
reasonable,"4. He's pretty reasonable, isn't he?","4. Он довольно разумен, не так ли?",9,FALSE
reasonable,5. Can you give me a reasonable discount?,5. Можете ли вы дать мне разумную скидку?,9,FALSE
tell off,1. She felt compelled to tell him off for his rudeness.,1. Она почувствовала себя обязанной отругать его за грубость.,9,FALSE
tell off,2. I must tell off the team for their recent performance.,2. Я должен отчитать команду за ее недавнее выступление.,9,FALSE
tell off,3. The manager decided to tell off the employee privately.,3. Менеджер решил отругать сотрудника в частном порядке.,9,TRUE
tell off,4. He will tell her off for disregarding the rules.,4. Он отругает ее за несоблюдение правил.,9,FALSE
tell off,5. They had no choice but to tell off the supplier.,"5. У них не было другого выбора, кроме как отчитать поставщика.",9,FALSE
tell off,1. She's gonna tell him off big time!,1. Она отругает его по-крупному!,9,FALSE
tell off,2. Just tell off anyone who's being annoying.,"2. Просто отругайте любого, кто вас раздражает.",9,FALSE
tell off,3. He got told off for being late again.,3. Его отругали за опоздание.,9,FALSE
tell off,4. Why don't you tell him off yourself?,4. Почему бы тебе самому не отругать его?,9,TRUE
tell off,5. I had to tell off my noisy neighbor.,5. Мне пришлось отругать своего шумного соседа.,9,FALSE
turmoil,The country faced economic turmoil last year.,В прошлом году страна столкнулась с экономическими потрясениями.,10,FALSE
turmoil,Political turmoil often disrupts governmental stability.,Политические потрясения часто подрывают стабильность правительства.,10,TRUE
turmoil,The CEO's resignation caused significant turmoil within the company.,Отставка генерального директора вызвала значительные потрясения в компании.,10,FALSE
turmoil,Turmoil in financial markets affects global economies.,Потрясения на финансовых рынках влияют на мировую экономику.,10,FALSE
turmoil,Social turmoil can lead to widespread unrest.,Социальные потрясения могут привести к широкомасштабным беспорядкам.,10,TRUE
turmoil,The party was pure turmoil after midnight.,Вечеринка была чистой суматохой после полуночи.,10,FALSE
turmoil,His breakup threw him into turmoil.,Его разрыв поверг его в смятение.,10,FALSE
turmoil,Work's been total turmoil this week.,На этой неделе работа была полной суматохой.,10,FALSE
turmoil,My life's in turmoil right now.,Моя жизнь сейчас в смятении.,10,FALSE
turmoil,The game's ending caused fan turmoil.,Окончание игры вызвало смятение фанатов.,10,FALSE
aim to,The committee aims to improve educational standards.,Комитет стремится улучшить образовательные стандарты.,10,FALSE
aim to,Our organization aims to support community development.,Наша организация стремится поддерживать развитие сообщества.,10,FALSE
aim to,The project aims to enhance sustainability practices.,Проект направлен на улучшение практики устойчивого развития.,10,FALSE
aim to,This initiative aims to foster innovation in technology.,Эта инициатива направлена ​​на содействие инновациям в технологиях.,10,FALSE
aim to,The study aims to identify key market trends.,Исследование направлено на выявление ключевых рыночных тенденций.,10,FALSE
aim to,I aim to finish this book tonight.,Я собираюсь закончить эту книгу сегодня вечером.,10,FALSE
aim to,They aim to make it to the concert.,Они стремятся попасть на концерт.,10,TRUE
aim to,We aim to have fun this weekend.,Мы стремимся весело провести эти выходные.,10,FALSE
aim to,She aims to learn guitar by summer.,Она стремится научиться играть на гитаре к лету.,10,FALSE
aim to,He aims to start a new hobby soon.,Он стремится вскоре начать новое хобби.,10,FALSE
cumbersome,The cumbersome process delayed project completion.,Громоздкий процесс задержал завершение проекта.,10,FALSE
cumbersome,The equipment proved cumbersome for the task.,Оборудование оказалось громоздким для этой задачи.,10,FALSE
cumbersome,He found the administrative duties cumbersome.,Он посчитал административные обязанности громоздкими.,10,TRUE
cumbersome,The law's implementation was overly cumbersome.,Внедрение закона было чрезмерно громоздким.,10,TRUE
cumbersome,The manual's instructions were rather cumbersome.,Инструкции руководства были довольно громоздкими.,10,FALSE
cumbersome,That bag looks super cumbersome to carry.,Эта сумка выглядит очень громоздкой для переноски.,10,FALSE
cumbersome,This setup is way too cumbersome.,Эта установка слишком громоздкая.,10,FALSE
cumbersome,Handling this tool feels cumbersome.,Работа с этим инструментом кажется громоздкой.,10,TRUE
cumbersome,The old system is really cumbersome.,Старая система действительно громоздкая.,10,FALSE
cumbersome,Carrying all these books is cumbersome.,Ношение всех этих книг громоздко.,10,FALSE
coin toss,The decision was made by a coin toss.,Решение было принято подбрасыванием монеты.,10,FALSE
coin toss,A coin toss determined the election's outcome.,Подбрасывание монеты определило исход выборов.,10,TRUE
coin toss,The coin toss resulted in the team's choice.,Подбрасывание монеты привело к выбору команды.,10,FALSE
coin toss,The judge utilized a coin toss for fairness.,Судья использовал подбрасывание монеты для справедливости.,10,FALSE
coin toss,A coin toss settled the debate's starting speaker.,Подбрасывание монеты определило первого оратора дебатов.,10,FALSE
coin toss,We picked sides with a coin toss.,Мы выбрали стороны подбрасыванием монеты.,10,FALSE
coin toss,Let's decide with a quick coin toss.,Давайте решим быстрым подбрасыванием монеты.,10,FALSE
coin toss,Coin toss says you go first.,"Подбрасывание монеты означает, что вы идете первым.",10,FALSE
coin toss,They chose by a simple coin toss.,Они выбрали простым подбрасыванием монеты.,10,FALSE
coin toss,Just do a coin toss to decide.,"Просто подбросьте монету, чтобы принять решение.",10,FALSE
put up with,I must put up with the new policy changes.,Я вынужден мириться с новыми изменениями в политике.,11,FALSE
put up with,She had to put up with the ongoing delays.,Ей пришлось смириться с постоянными задержками.,11,TRUE
put up with,We were required to put up with the noise.,"От нас требовали, чтобы мы мирились с шумом.",11,FALSE
put up with,He is accustomed to putting up with difficult clients.,Он привык мириться с трудными клиентами.,11,FALSE
put up with,The team has to put up with resource limitations daily.,Команде ежедневно приходится мириться с ограниченностью ресурсов.,11,FALSE
put up with,I can't put up with this nonsense anymore.,Я больше не могу мириться с этой чепухой.,11,FALSE
put up with,How do you put up with that annoying guy?,Как ты терпишь этого надоедливого парня?,11,FALSE
put up with,She won’t put up with rude behavior at all.,Она вообще не терпит грубого поведения.,11,FALSE
put up with,Why do we have to put up with this?,Почему мы должны с этим мириться?,11,FALSE
put up with,I'm tired of putting up with his excuses.,Я устал выслушивать его оправдания.,11,FALSE
get a grip,You must get a grip on the situation immediately.,Вы должны немедленно взять ситуацию под контроль.,11,FALSE
get a grip,It's crucial to get a grip on your emotions.,Крайне важно контролировать свои эмоции.,11,FALSE
get a grip,Please get a grip before proceeding with your presentation.,"Пожалуйста, возьмите себя в руки, прежде чем приступать к презентации.",11,FALSE
get a grip,She needs to get a grip on her responsibilities.,Ей нужно взять себя в руки со своими обязанностями.,11,FALSE
get a grip,Kindly get a grip and approach the task with focus.,"Будьте добры, возьмите себя в руки и подойдите к задаче сосредоточенно.",11,FALSE
get a grip,"Dude, get a grip, it's not that serious!","Чувак, возьми себя в руки, это не так серьезно!",11,TRUE
get a grip,"Come on, get a grip and chill out.","Да ладно, возьми себя в руки и успокойся.",11,TRUE
get a grip,You better get a grip before you lose it.,"Тебе лучше взять себя в руки, пока ты не потерял самообладание.",11,FALSE
get a grip,"Seriously, get a grip and stop freaking out.","Серьезно, возьми себя в руки и перестань нервничать.",11,FALSE
get a grip,He told me to get a grip and relax.,Он посоветовал мне взять себя в руки и расслабиться.,11,FALSE
worse comes to worst,"If worse comes to worst, we shall implement contingency plans.","В случае чего, мы разработаем планы на случай непредвиденных обстоятельств.",11,FALSE
worse comes to worst,"If worse comes to worst, alternative solutions will be considered.","В случае чего, будут рассмотрены альтернативные решения.",11,FALSE
worse comes to worst,"The project will proceed, if worse comes to worst.","Проект будет продолжен, даже если ситуация станет хуже некуда.",11,TRUE
worse comes to worst,"We are prepared, should worse come to worst.","Мы готовы к худшему, если ситуация станет еще хуже.",11,FALSE
worse comes to worst,"If worse comes to worst, additional funding may be necessary.",В худшем случае может потребоваться дополнительное финансирование.,11,TRUE
worse comes to worst,"If worse comes to worst, we’ll just cancel it.",В худшем случае мы просто отменим это.,11,FALSE
worse comes to worst,"If worse comes to worst, I’ll call for help.",В худшем случае я позову на помощь.,11,FALSE
worse comes to worst,We can leave early if worse comes to worst.,В худшем случае мы можем уйти пораньше.,11,FALSE
worse comes to worst,"If worse comes to worst, we’ll figure something out.",В худшем случае мы что-нибудь придумаем.,11,FALSE
worse comes to worst,I’ll stay home if worse comes to worst.,В худшем случае я останусь дома.,11,FALSE
buckle down,We must buckle down to meet the project deadline.,"Мы должны приложить все усилия, чтобы уложиться в сроки реализации проекта.",11,TRUE
buckle down,It's time to buckle down and focus on results.,Пришло время сосредоточиться на результатах.,11,FALSE
buckle down,Employees should buckle down to complete their assigned responsibilities.,"Сотрудники должны приложить все усилия, чтобы выполнить возложенные на них обязанности.",11,TRUE
